Name,Link,Type,Program(s),List,Score,Aliases,Addresses,Country
EMPRESA CUBANA DE AVIACION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=735,Entity,CUBA,SDN,,strong: CUBANA AIRLINES,"32 Main Street, Georgetown, Guyana; 24 Rue Du Quatre Septembre, Paris, France; Belas Airport, Luanda, Angola; Dobrininskaya No. 7, Sec 5, Moscow, Russia; Corrientes 545 Primer Piso, Buenos Aires, Argentina; Frankfurter TOR 8-A, Berlin, Germany; 1 Place Ville Marie, Suite 3431, Montreal, Canada; Parizska 17, Prague, Czech Republic; Paseo de la Republica 126, Lima, Peru; Piarco Airport, Port au Prince, Haiti; c/o Anglo-Caribbean Shipping Co. Ltd., London, EC3N 1DY, United Kingdom; Ibex House, The Minories, Norman Manley International Airport, Kingston, Jamaica; Melchor Ocampo 469, 5DF, Mexico City, Mexico; Calle 29 y Avda Justo Arosemena, Panama City, Panama; Grantley Adams Airport, Christ Church, Barbados; Madrid, Spain",Mexico
"ESTETIC CARR DE OCCIDENTE, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11702,Entity,SDNTK,SDN,,,"Periferico Norte No. 3109, Zapopan, Jalisco, C.P. 45188, Mexico; Colonia Tabachines,",Mexico
"COMERCIAL JOANA, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10651,Entity,SDNTK,SDN,,,"General Eulogio Parra No. 1750-C, Col. El Retiro, Guadalajara, Jalisco, Mexico; General Eulogio Parra No. 61, Interior Z, Col. El Retiro, Guadalajara, Jalisco, Mexico; Parras No. 1750, Col. Educacion Alamos, Guadalajara, Mexico; Calle General Eulogio Parra Numero 61-Z, Col. El Retiro, Guadalajara, Jalisco, 44280, Mexico",Mexico
ESTANCIA INFANTIL NINO FELIZ S.C.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10363,Entity,SDNTK,SDN,,,"Avenida Manuel Vallarta 2141, Culiacan, Sinaloa, 80129, Mexico; Colonia Centro,",Mexico
"ESTACIONES DE SERVICIOS CANARIAS, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13365,Entity,SDNTK,SDN,,"strong: COMBUSERVICIOS LOS TRES RIOS, S.A. DE C.V.","Blvd. Enrique Felix Castro No. 1029, Culiacan, Sinaloa, C.P. 80020, Mexico; Col. Desarrollo Urbano Tres Rios,",Mexico
ESTABLO PUERTO RICO S.A. DE C.V.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10364,Entity,SDNTK,SDN,,strong: ESTABLO LECHERO PUERTO RICO,"Carretera El Salado, Culiacan, Sinaloa, Mexico; Quila KM 4, Calle Indio De Guelatao Interior 20230, Culiacan, Sinaloa, Mexico; Colonia Miguel Hidalgo, Avenida Manuel Vallarta 2141, Culiacan, Sinaloa, 80129, Mexico; Colonia Centro,",Mexico
"ENVIGH, S. DE R.L. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=42440,Entity,ILLICIT-DRUGS-EO14059,SDN,,," Bahia de Banderas, Nayarit, Mexico",Mexico
"EL PALOMAR CAR WASH, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13012,Entity,SDNTK,SDN,,,"Plaza El Palomar, Tlajomulco, Jalisco, 45645, Mexico; Zona M Unico El P. Panor, Col. El Palomar, Paseo De Las Lomas 6272, Zapopan, Jalsico, 45037, Mexico; Col. Lomas De Colli,",Mexico
DISTRIBUIDORA DE HERMOSILLO GAXIOLA HERMANOS S.A. DE C.V.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10999,Entity,SDNTK,SDN,,strong: MADYVA,"Fco. Eusebio Kino 177-7, Col. 5 de Mayo, Hermosillo, Sonora, 83010, Mexico; Blvd. Luis Encinas 581, Esquina Alberto Truqui, Colonia Pimentel, Hermosillo, Sonora, Mexico; Guadalajara, Jalisco, Mexico",Mexico
CUBANATUR,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=621,Entity,CUBA,SDN,,,"Baja California 255, Edificio B. Oficina 103, Condesa, Mexico, D.F., 06500, Mexico",Mexico
"CUMEXINT, S.A.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=636,Entity,CUBA,SDN,,,"1649 Adolfo Prieto, Colonia del Valle, Mexico City, Mexico",Mexico
"DALE TOURS, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=31003,Entity,SDNTK,SDN,,,"Calle Labna #1437, Zapopan, Jalisco, C.P. 45050, Mexico; Local Interior 6, Jardines del Sol, Coral 2623, Guadalajara, Jalisco, C.P. 44560, Mexico; Colonia Residencial Victoria,",Mexico
DEL NORTES CARNES FINAS SAN IGNACIO S.A. DE C.V.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9407,Entity,SDNTK,SDN,,," Chihuahua, Chihuahua, Mexico",Mexico
ARELLANO FELIX ORGANIZATION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8236,Entity,SDNTK,SDN,,strong: AFO; strong: TIJUANA CARTEL, Mexico,Mexico
AGRICOLA TAVO S.P.R. DE R.L.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18822,Entity,SDNTK,SDN,,strong: AGRICULTURA TAVO S.P.R. DE R.L.," Zapopan, Jalisco, Mexico",Mexico
"ANDAMIOS DALMINE DE MEXICO, S.A.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17670,Entity,SDNTK,SDN,,,"J.J. Rousseau #14, Distrito Federal, C.P. 11590, Mexico; Colonia Anzures, Calzada Aeropuerto #7258, Culiacan, Sinaloa, Mexico; Colonia Bachigualato, Tuberosa #215, Guadalajara, Jalisco, Mexico; Colonia San Carlos, Avenida Guerrero #3298 Norte, Monterrey, Nuevo Leon, Mexico; Colonia Del Norte, Avenida 20 de Noviembre #12621, Tijuana, Baja California Norte, Mexico; Colonia 20 de Noviembre, Bugambilia #6313, Puebla, Puebla, Mexico; Colonia Bugambilias, Boulevard Luis Donaldo, Colosio Kilometer 10 Lote 44, Cancun, Quintana Roo, Mexico; Colonia Alfredo V. Bonfil, Calle 20 de Noviembre #8, Cuernavaca, Morelos, Mexico; Colonia Tezontepec, Avenida La Paz #3308, Los Cabos, Baja California Sur, Mexico; Colonia Santa Rosa, Carretera Internacional al Norte Kilometer 15, Bodega 309, Mazatlan, Sinaloa, Mexico; El Venadillo, Poniente 134 #769, Distrito Federal, Mexico; Colonia Industrial Vallejo, Constituyentes de 1975,  #4770, La Paz, Baja California Sur, Mexico; Colonia Puesta del Sol, Roberto Barrios #2, Queretaro, Queretaro, Mexico; Colonia Casa Blanca, Cardenal #106, Puerto Vallarta, Jalisco, Mexico; Colonia Los Sauces,",Mexico
AMEZCUA CONTRERAS ORGANIZATION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9756,Entity,SDNTK,SDN,,, Mexico,Mexico
"AMERICAN TUNE UP, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11246,Entity,SDNTK,SDN,,," Guadalajara, Jalisco, Mexico",Mexico
"ALONDRA PRODUCE, S.P.R. DE R.I.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21570,Entity,SDNTK,SDN,,"strong: ""ALONDRA PRODUCE"", SOCIEDAD DE PRODUCCION RURAL DE RESPONSABILIDAD ILIMITADA"," Genaro Estrada, Municipio de Sinaloa, Sinaloa, Mexico",Mexico
"AKA INTEGRAL SERVICES, S. DE R.L. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=42439,Entity,ILLICIT-DRUGS-EO14059,SDN,,," Bahia de Banderas, Nayarit, Mexico",Mexico
"AHOME REAL ESTATE, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18093,Entity,SDNTK,SDN,,,"Alberta No. 2166, Guadalajara, Jalisco, 44660, Mexico; Colomos Providencia, Albino Aranda # 3525, Guadalajara, Jalisco, Mexico; Colonia Rinconada Santa Rita,",Mexico
"EDITORIAL MERCADO ECUESTRE, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=46501,Entity,ILLICIT-DRUGS-EO14059,SDN,,," Guadalajara, Jalisco, Mexico",Mexico
"COCINA DE TIJUANA, S. DE R.L. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10648,Entity,SDNTK,SDN,,,"Boulevard Sanchez Taboada No. 10451, Colonia Urbano Rio Tijuana, Tijuana, Baja California, Mexico",Mexico
"COMERCIAL DOMELY, S.A. DE C.V",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10655,Entity,SDNTK,SDN,,,"Ignacio Ramirez No. 603, Col. Jorge Almada, Culiacan, Sinaloa, 80200, Mexico",Mexico
"CORPORATIVO SOSVAL, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21086,Entity,SDNTK,SDN,,," Guadalajara, Jalisco, Mexico; Nebulosa 2781, Guadalajara, Jalisco, 44520, Mexico; Col. Jardines del Bosque, Nebulosa. 2781-14, Guadalajara, Jalisco, 44520, Mexico; Col. Jardines del Bosque,",Mexico
"DESARROLLOS TURISTICOS FORTIA, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13008,Entity,SDNTK,SDN,,,"Johanes Brahms No. 209, Zapopan, Jalisco, 45030, Mexico; Int. 10, Col. Residencial La Estancia, Calzada de los Fresnos, Zapopan, Jalisco, 45010, Mexico; No 70-A - 103, Col. Ciudad Granja",Mexico
"DESARROLLOS INMOBILIARIOS CITADEL, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13007,Entity,SDNTK,SDN,,,"Calzada de los Fresnos, Zapopan, Jalisco, 45010, Mexico; No. 70 A, Desp. 101, Col. Ciudad Granja",Mexico
"DESARROLLOS EVEREST, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15521,Entity,SDNTK,SDN,,strong: RESIDENCIAL DEL LAGO,"Cerrada Diego Rivera No. 347, Culiacan, Sinaloa, C.P. 80020, Mexico; Col. Desarrollo Urbano 3 Rios, Blvd. Jose Diego Valadez Rios 94 36, Culiacan, Sinaloa, C.P. 80100, Mexico; Col. Proyecto Tres Rios,",Mexico
"DESARROLLO ARQUITECTONICO FORTIA, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13006,Entity,SDNTK,SDN,,,"Avenida Vallarta No. 6503, Zapopan, Jalisco, 45010, Mexico; Piso 15, Col. C.D. Granja, Calzada de los Fresnos, Zapopan, Jalisco, 45010, Mexico; No 70-A, Col. C.D. Granja, Vereda De La Alondra No 8, Zapopan, Jalisco, 45116, Mexico; Col Puerta De Hierro, Vereda De La Alondra No 8, Tlajomulco de Zuniga, Jalisco, Mexico; Col Puerta De Hierro, Avenida Miguel Hidalgo Manzana 47, Benito Juarez, Quintana Roo, 77516, Mexico; Lote 11, Local - B, Colonia Reg. 92",Mexico
DESARROLLO AGRICOLA VERDE DE SAYULA S.P.R. DE R.L.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18825,Entity,SDNTK,SDN,,"strong: DESARROLLO AGRICULTURA VERDE DE SAYULA, S.P.R. DE R.L."," Guadalajara, Jalisco, Mexico",Mexico
DESARROLLO AGRICOLA ORGANICO S.P.R. DE R.L.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18824,Entity,SDNTK,SDN,,"strong: DESARROLLO AGRICULTURA ORGANICO, S.P.R. DE R.L."," Guadalajara, Jalisco, Mexico",Mexico
"FARMACIA JERLYNE, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11245,Entity,SDNTK,SDN,,"strong: FARMACIA JARLYNE, S.A. DE C.V.; strong: FARMACIA JARLINE, S.A. DE C.V.; strong: FARMACIAS JERLYNE, S.A. DE C.V.","Buenaventura 391, Tijuana, Baja California, Mexico; Fraccionamiento Chapultepec, Avenida Benito Juarez 2020-8, Tijuana, Baja California, Mexico; Colonia Zona Centro, Cascadas 100-2, Tijuana, Baja California, Mexico; Colonia Las Huertas, Lot 18, Sector 21, Centro Urbano 70-76, Colonia Mesa de Otay, Baja California, Mexico; Lot 70, Sector 6, Colonia Jardines de Chapultepec, Baja California, Mexico; Lots 13, 14, Sector A, Rancho El Grande, Baja California, Mexico; Avenida Revolucion 2020, Tijuana, Baja California, 22000, Mexico",Mexico
"ARFEL TRANSPORTADORA COOL LOGISTIC, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=35277,Entity,ILLICIT-DRUGS-EO14059,SDN,,weak: ARFEL COOL LOGISTICS," Guadalajara, Jalisco, Mexico",Mexico
"DISTRIBUIDORA MEDICA HOSPITALARIA, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13011,Entity,SDNTK,SDN,,,"Colima No. 323 Int. 9, Mexico City, Distrito Federal, 06700, Mexico; Col. Roma Norte, Cuauhtemoc, Tenozique Manzana 189 Lote 28, Mexico City, Distrito Federal, 14100, Mexico; Col. Pedregal de San Nicolas 1a, Tlalpan",Mexico
DISTRIBUIDORA GRAN AUTO S.A. DE C.V.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11004,Entity,SDNTK,SDN,,," Hermosillo, Sonora, Mexico",Mexico
"COMERCIALIZADORA Y FRIGORIFICOS DE LA PERLA DEL PACIFICO, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=16643,Entity,SDNTK,SDN,,,"Puerto de Mazatlan 6 D, Mazatlan, Sinaloa, 82050, Mexico; Parque Industrial Alfredo V. Bonfil,",Mexico
"CONDOS & VACATIONS BUILDINGS SALE & MAINTENANCE, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=46211,Entity,ILLICIT-DRUGS-EO14059,SDN,,"strong: CONDOS AND VACATIONS BUILDINGS SALE AND MAINTENANCE, S.A. DE C.V."," Puerto Vallarta, Jalisco, Mexico",Mexico
CONSULTORIA EN CAMBIOS FALCON S.A. DE C.V.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11477,Entity,SDNT,SDN,,,"Centro Comercial Interlomas Local U-16 P.A., Huixquilucan, Estado de Mexico, C.P. 52784, Mexico; Boulevard Interlomas 5, Colonia La Herradura, Paseo de la Herradura No. 5 P.A. Loc. 16, Huixquilucan, Estado de Mexico, C.P. 52784, Mexico; Col. La Herradura,",Mexico
"CORPORATIVO FEARFI, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21084,Entity,SDNTK,SDN,,," Guadalajara, Jalisco, Mexico",Mexico
"CORPORATIVO BUSSINES MX INSIDER, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=41661,Entity,ILLICIT-DRUGS-EO14059,SDN,,," Guadalajara, Jalisco, Mexico",Mexico
"CONSORCIO INMOBILIARIO DEL VALLE DE CULIACAN, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10639,Entity,SDNTK,SDN,,,"Blvd. Emiliano Zapata No. 20, Col. Centro, Culiacan, Sinaloa, Mexico; Ave. Alvaro Obregon No. 1800, 74M, Colinas de San Miguel, Culiacan, Sinaloa, Mexico; Ave. Alvaro Obregon No. 1800, 75M, Colinas de San Miguel, Culiacan, Sinaloa, Mexico; Ave. Alvaro Obregon No. 1800, 76M, Colinas de San Miguel, Culiacan, Sinaloa, Mexico; Ave. Alvaro Obregon No. 1800, 77M, Colinas de San Miguel, Culiacan, Sinaloa, Mexico; Calle Rodolfo G. Robles No. 158, Culiacan, Sinaloa, Mexico; Calle Miguel Hidalgo No. 590, #3, Culiacan, Sinaloa, Mexico; Calle Miguel Hidalgo No. 590, #4, Culiacan, Sinaloa, Mexico; Valle Aldama No. 257, Col. Centro, Culiacan, Sinaloa, Mexico",Mexico
COPY RED S.A. DE C.V.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=12187,Entity,SDNTK,SDN,,," Tijuana, Baja California Norte, Mexico",Mexico
COPA DE PLATA S.A. DE C.V.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11006,Entity,SDNTK,SDN,,," Culiacan, Sinaloa, Mexico",Mexico
"CONSULTORIA INTEGRAL LA FUENTE, SOCIEDAD CIVIL",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18089,Entity,SDNTK,SDN,,," Zapopan, Jalisco, Mexico",Mexico
"CORPORATIVO ARZACA, S.C.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21083,Entity,SDNTK,SDN,,"strong: CORPORATIVO ARZACA, SOCIEDAD CIVIL","Av. Adolfo Lopez Mateos 525-C, Int. 4, Guadalajara, Jalisco, 44680, Mexico; Col. Circunvalacion Guevara,",Mexico
"CONSTRUCTORES B2, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=41660,Entity,ILLICIT-DRUGS-EO14059,SDN,,," Guadalajara, Jalisco, Mexico",Mexico
"CONSTRUCTORA JOEL, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21572,Entity,SDNTK,SDN,,,"Calle 14, Genaro Estrada, Municipio de Sinaloa, Sinaloa, Mexico; Poste 111, Trinidad Fuentes Ruperto, Genaro Estrada, Sinaloa, Sinaloa, Mexico",Mexico
CONSTRUCTORA JATZIRY DE GUASAVE S.A. DE C.V.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15115,Entity,SDNTK,SDN,,," Guasave, Sinaloa, Mexico",Mexico
"CONSORCIO RIRFUS, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21081,Entity,SDNTK,SDN,,," Guadalajara, Jalisco, Mexico; Vidrio 2335-138, Guadalajara, Jalisco, 44160, Mexico; Col. Americana,",Mexico
"CONSORCIO NUJOMA, SOCIEDAD CIVIL",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21079,Entity,SDNTK,SDN,,"strong: CONSORCIO NUJOMA, S.C."," Torreon, Coahuila, Mexico; Guadalajara, Jalisco, Mexico; Juan Salvador Agraz 1179-13, Guadalajara, Jalisco, 44190, Mexico; Col. Moderna,",Mexico
"CONSORCIO LUNALO, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21077,Entity,SDNTK,SDN,,," Guadalajara, Jalisco, Mexico; Av. Adolfo Lopez Mateos 525-C, Int. 9, Guadalajara, Jalisco, 44600, Mexico; Col. Ladron de Guevara,",Mexico
"CONSTRUCTORA VANIA, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21573,Entity,SDNTK,SDN,,,"Calle 14, Genaro Estrada, Municipio de Sinaloa, Sinaloa, Mexico; Poste 111, Trinidad Fuentes Ruperto, Genaro Estrada, Sinaloa, Sinaloa, Mexico",Mexico
"COMPLEJO TURISTICO OASIS, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=7154,Entity,SDNTK,SDN,,strong: OASIS BEACH RESORT & CONVENTION CENTER; strong: OASIS BEACH RESORT AND CONVENTION CENTER,"Km 25 Carr. Tijuana-Ensenada, Colonia Leyes de Reforma, Playas Rosarito, Rosarito, Baja California, CP 22710, Mexico",Mexico
"COMERCIALIZADORA AMIA, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9387,Entity,SDNTK,SDN,,,"Avenida Juan Sarabia, Tijuana, Baja California, CP 22000, Mexico; Calle 8106, Zona Central",Mexico
"COMERCIALIZADORA BRIMAR'S, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10652,Entity,SDNTK,SDN,,,"Calle Riva Palacio Sur No. 675, Col. Jorge Almada, Culiacan, Sinaloa, Mexico",Mexico
COMERCIALIZADORA CACHO S.A. DE C.V.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15190,Entity,SDNTK,SDN,,,"Calle Lago La Doga 5312, Tijuana, Baja California, Mexico",Mexico
DISTRIBUIDORA GERMAY S.A. DE C.V.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13362,Entity,SDNTK,SDN,,," San Luis Rio Colorado, Sonora, 83450, Mexico",Mexico
"DISTRIBUIDORA E IMPORTADORA DE PRODUCTOS MEDICOS DEL NORTE, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=16211,Entity,SDNTK,SDN,,," Monterrey, Nuevo Leon, Mexico; Nuevo Laredo, Tamaulipas, Mexico; Nueva Escoca No. 4310, Monterrey, Nuevo Leon, Mexico; Industrial Habitacional Abraham Lincoln, Calle Texcoco No. 119, Monterrey, Nuevo Leon, 64460, Mexico; Colonia Mitras Centro, Av. Ruiz Cortinez, Monterrey, Nuevo Leon, 64299, Mexico; 1200 PTE,",Mexico
CORPORATIVO SUSHI PROVI S. DE R.L. DE C.V.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28229,Entity,SDNTK,SDN,,,"Ottawa #1568 Int 4 y 5, Guadalajara, Jalisco, Mexico; Col. Providencia 1A, 2A y 3A,",Mexico
"CROWLANDS, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=46223,Entity,ILLICIT-DRUGS-EO14059,SDN,,," Guadalajara, Jalisco, Mexico",Mexico
"CORPORATIVO SOPORTE LEGAL RECOVERY, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=41662,Entity,ILLICIT-DRUGS-EO14059,SDN,,," Guadalajara, Jalisco, Mexico",Mexico
"CONCEPTOS GASTRONOMICOS DE SONORA, S. DE R.L. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=37269,Entity,ILLICIT-DRUGS-EO14059,SDN,,strong: HABANERO'S RESTAURANTE STEAK WINGS; strong: HABANEROS STEAK WINGS; strong: HABANERO'S RESTAURANTE," Nogales, Sonora, Mexico; Calle Ruiz Cortinez 914, Nogales, Sonora, 84040, Mexico; Calle Ruiz Cortinez 895, Nogales, Sonora, 84030, Mexico",Mexico
COMPANIA MINERA DEL RIO CIANURY S.A. DE C.V.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11007,Entity,SDNTK,SDN,,,"Calle Rio Piaxtla No. exterior 45, Col. Guadalupe, Culiacan, Sinaloa, 80220, Mexico",Mexico
COMPANIA GANADERA 5 MANANTIALES S. DE P.R. DE R.L.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15864,Entity,SDNTK,SDN,,"strong: COMPANIA GANADERA 5 MANANTIALES, SOCIEDAD DE PRODUCCION RURAL DE RESPONSABILIDAD LIMITADA; strong: COMPANIA GANADERA 5 MANANTIALES; strong: GANADERAS 5 MANANTIALES S. DE P.R. DE R.L."," Allende, Coahuila, Mexico; Camino al Molino, Allende, Coahuila, 26530, Mexico; Allende Centro, Ciudad Lopez Mateos, Mexico; Acuna y Juarez, Zaragoza, Coahuila, 26450, Mexico; Colonia La Nogalera,",Mexico
"DISTRIBUIDORA IMPERIAL DE BAJA CALIFORNIA, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=7156,Entity,SDNTK,SDN,,strong: DISTRIBUIDORA IMPERIAL; strong: DIBC,"Blvd. Agua Caliente 1381, Colonia Revolucion, Tijuana, Baja California, Mexico; Avenida Rio Nazas 10202, Tijuana, Baja California, Mexico; Heroes de Nacozari 3213 Colonia Maya, Culiacan, Sinaloa, Mexico; Lerdo de Tejada 1879 Sector Juarez, Guadalajara, Jalisco, Mexico; Ramon Morales No. 732 Colonia El Mirador, Guadalajara, Jalisco, Mexico; Rio Balsas 1579 Los Nogales, Ciudad Juarez, Chihuahua, Mexico; Luz Savinon 718-C Colonia del Valle, Mexico City, Distrito Federal, Mexico; P.O. Box 434440, San Ysidro, CA, 92173, United States",Mexico
"CORPORATIVO INMOBILIARIO UNIVERSAL, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21085,Entity,SDNTK,SDN,,," Zapopan, Jalisco, Mexico; Cuitlahuac 435, Depto. 4, Zapopan, Jalisco, 45050, Mexico; Juan Sebastian Bach 5187, Zapopan, Jalisco, Mexico; Col. Residencial La Estancia,",Mexico
"COMERCIALIZADORA TRADE CLEAR, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21666,Entity,SDNTK,SDN,,strong: BAKE AND KITCHEN,"Av. Naciones Unidas 6875, Zapopan, Jalisco, 45017, Mexico; Patria No. 1347-1, Zapopan, Jalisco, CP 45054, Mexico; Col. Mirador del Sol, Av. Lopez Mateos Nte 1133, Guadalajara, Jalisco, Mexico; Plaza Midtown,",Mexico
"COMERCIALIZADORA TOQUIN, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10653,Entity,SDNTK,SDN,,strong: CHIKA'S COSMETICS AND ACCESSORIES,"Poniente 140 #639, Col. Industrial Vallejo, Mexico, Distrito Federal, Mexico; Calle Parras, Numero 1750 Int. C, Col. Alamo Oriente, Tlaquepaque, Jalisco, Mexico; Calle Paseo del Hospisio 22 1038, Col. Colonia La Perla, Guadalajara, Jalisco, Mexico; Calzada Gonzalez Gallo, numero 3064, Col. Lomas de San Pedro, Guadalajara, Jalisco, 44897, Mexico",Mexico
"COMERCIALIZADORA JALSIN, S.A. DE C.V.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10654,Entity,SDNTK,SDN,,"strong: COMERCIALIZADORA JALZIN, S.A. DE C.V.; strong: CHIKA'S ACCESORIOS Y COSMETICOS; strong: CHIKA'S","Parras No. 1750, Col. Educacion Alamos, Guadalajara, Jalisco, 44280, Mexico; Ave. Juarez No. 496, Col. Centro, Guadalajara, Jalisco, 44100, Mexico; Cll 271 s/n, Col. Centro, Guadalajara, Jalisco, 44280, Mexico; Cll 614 s/n Col.San Jan de Dios, Guadalajara, Jalisco, 44360, Mexico; Calle Pedro Loza 174, Col. Colonia Guadalajara Centro, Guadalajara, Jalisco, Mexico; Calle Alvaro Obregon 614, Col. Barrio San Juan De Dios, Guadalajara, Jalisco, Mexico; Calle Javier Mina 26, Col. Colonia La Perla, Guadalajara, Jalisco, Mexico; Avenida Javier Mina 28, Col. Barrio San Juan De Dios, Guadalajara, Jalisco, Mexico; Calle Juan Manuel 308, Col. Colonia Guadalajara Centro, Guadalajara, Jalisco, Mexico; Privada Periferico Sur 1835, Col. Pueblo Santa Maria Tequepexpan, Tlaquepaque, Jalisco, Mexico; Calle Alvaro Obregon 614, Col. Colonia La Perla, Guadalajara, Jalisco, Mexico; Andador Pedro Loza 174, Col. Barrio Jesus, Guadalajara, Jalisco, Mexico; Avenida Juarez 498, Col. Colonia Guadalajara Centro, Guadalajara, Jalisco, Mexico; Calle Pedro Loza 184, Col. Colonia Guadalajara Centro, Guadalajara, Jalisco, Mexico; Calle Vasco de Quiroga 32, Col. Colonia Morelia Centro, Morelia, Michoacan, Mexico; Avenida Juarez 496, Col. Centro, Guadalajara, Jalisco, Mexico; Calle Reforma 217 A, Col. Colonia Leon de los Aldamas Centro, Leon, Guanajuato, 37000, Mexico; Calle Reforma, Esquina Comonfort Esquina Loc 11, Col. Colonia Leon de los Aldamas Centro, Leon, Guanajuato, 37000, Mexico; Vasco de Quiroga No. 32, Zona Centro, Morelia, Michoacan, Mexico",Mexico
COMERCIALIZADORA GERMAY DE SONORA S.A. DE C.V.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13453,Entity,SDNTK,SDN,,," San Luis Rio Colorado, Sonora, 83450, Mexico",Mexico
